ID,Season,TeamA,TeamB,Label,Diff_Games,Diff_FGA,Diff_FGA3,Diff_FTA,Diff_OR,Diff_DR,Diff_Ast,Diff_TO,Diff_Stl,Diff_Blk,Diff_PF,Diff_NumOT,Diff_WinRate,Diff_FGPct,Diff_FG3Pct,Diff_FTPct,Diff_TotalReb,Diff_OffEff,Diff_DefEff,Diff_NetEff,Diff_TourneyApps,Diff_TourneyWins,Diff_TourneyWinRate,Diff_WinRate_H,Diff_WinRate_A,Diff_WinRate_N,Diff_HomeAdvantage,Diff_ConfStrengthIndex,Diff_ConfAvgScoreDiff,Diff_LateWinRate,Diff_LastNWinRate,Diff_LastNScoreDiff,Diff_WinRateTrend,Diff_RecentWinRate,Diff_SeedNum,Diff_AvgRankPct,Diff_MidSeasonChange,Diff_CoachTourneyWins,Diff_CoachTourneyWinRate,Diff_Elo
2004_1386_1403,2004,1386,1403,1,-4.0,-1.6517857142857153,13.089285714285715,-1.5044642857142847,-1.6339285714285712,0.5625,1.7857142857142847,-0.7544642857142865,0.8928571428571423,0.04017857142857162,0.3169642857142847,-0.03125,0.2767857142857143,0.014445229206605459,0.06777497987220993,-0.03495262445480529,-1.0714285714285694,8.769414464626365,-5.272435390932671,14.041849855559036,-1.0,2.0,0.2142857142857143,0.0625,0.6363636363636364,0.2333333333333334,-0.5738636363636364,-0.23124999999999996,-3.195543402691392,0.3819444444444444,0.4,14.0,0.23908730158730152,0.4,-7.0,0.06949219611557278,0.0,-18.0,-0.08333333333333337,121.60241996106924
2004_1268_1393,2004,1268,1393,0,2.0,3.9166666666666643,1.4761904761904763,4.878571428571426,1.8380952380952387,1.019047619047619,-1.3238095238095244,2.3476190476190464,0.8404761904761893,-0.09047619047619015,1.8571428571428577,0.09761904761904762,-0.1166666666666667,-0.022401992846033225,0.022926938592559454,-0.009904492394764652,2.857142857142854,-3.5446318124696887,-2.0656906703414393,-1.4789411421282495,-3.0,-8.0,-0.011824324324324342,-0.07352941176470584,-0.2222222222222222,0.09999999999999998,0.14869281045751637,0.09375,2.4179782000748737,-0.09150326797385622,-0.09999999999999998,-3.6,0.06758764111705284,-0.020979020979020935,-1.0,0.019642694967370256,0.0,-9.0,-0.0017857142857142794,-29.175723290187534
2004_1314_1400,2004,1314,1400,0,-2.0,1.4738095238095283,-0.5095238095238095,3.0285714285714285,-0.9428571428571431,-0.45714285714285907,4.523809523809524,3.776190476190475,2.640476190476191,0.3142857142857145,-0.9333333333333336,0.07857142857142857,-0.12380952380952381,0.021735617683204256,-0.006338425155710814,0.004180042803638262,-1.4000000000000057,-3.4281935455709345,2.2783012887119725,-5.706494834282907,4.0,29.0,0.1752688172043011,-0.0803571428571429,-0.36666666666666664,0.35,0.2863095238095238,0.06874999999999998,2.1661836533783374,-0.22058823529411764,-0.09999999999999998,1.2000000000000002,-0.23877005347593583,-0.1923076923076923,3.0,0.0035343444434352556,0.0,25.0,0.25833333333333336,-85.45029568217615
2004_1264_1448,2004,1264,1448,0,1.0,-5.221674876847295,-4.309113300492612,-0.7894088669950747,-1.863300492610838,-0.8103448275862064,-4.956896551724139,-2.0357142857142865,0.1982758620689662,0.9224137931034484,-0.5110837438423665,-0.14285714285714285,0.1490147783251231,-0.030032205049149163,-0.01498506615810169,0.046429868373270566,-2.6736453201970463,-4.306272576970898,-9.280986987800517,4.97471441082962,-7.0,-11.0,-0.2954545454545454,0.06666666666666665,0.2272727272727273,0.33333333333333337,-0.16060606060606064,-0.5499999999999999,-7.287254606823572,0.38888888888888884,0.30000000000000004,12.2,0.6616161616161615,0.36363636363636365,8.0,-0.11425695516604606,0.0,-3.0,-0.3,-54.23177299436952
2004_1130_1210,2004,1130,1210,0,0.0,-4.90625,-7.625,1.3125,1.4375,-2.375,0.125,-2.09375,-1.8125,-1.8125,-5.3125,0.0625,0.0,-0.016485469383770712,-0.055044612216884004,-0.014271543534145503,-0.9375,-1.3283055087525923,5.799659824216008,-7.1279653329686,-5.0,-7.0,-0.005494505494505475,0.012499999999999956,-0.08333333333333337,0.033333333333333326,0.09583333333333333,-0.09375,-2.4179782000748737,0.05263157894736836,0.20000000000000007,4.2,0.12955465587044535,0.25,3.0,-0.05850967214603575,0.0,2.0,0.3333333333333333,-11.496148297018408
2004_1153_1228,2004,1153,1228,0,0.0,1.7666666666666657,-1.3999999999999986,5.600000000000001,1.0999999999999996,1.1999999999999993,-0.7333333333333307,-0.4666666666666668,1.0666666666666673,1.2666666666666666,0.33333333333333215,-0.03333333333333333,0.0,-0.007118076050315447,0.04316761463380375,-0.028442348507760395,2.299999999999997,2.0847319928234924,-3.580252883017394,5.6649848758408865,-3.0,0.0,0.054545454545454564,0.014423076923076872,-0.23232323232323238,0.375,0.24674630924630925,-0.006249999999999978,0.6500956077310724,-0.07777777777777783,-0.20000000000000007,-3.1999999999999993,-0.24444444444444446,-0.22435897435897434,-1.0,0.014133053094092074,0.0,16.0,0.08064516129032262,-5.858971953046421
2004_1242_1334,2004,1242,1334,1,-2.0,8.642857142857146,0.5785714285714256,-1.2952380952380942,2.8047619047619037,2.2333333333333343,2.9499999999999993,0.3285714285714292,1.0595238095238102,1.7285714285714286,3.5642857142857167,-0.030952380952380953,-0.05238095238095242,-0.005541905541905534,-0.020702352027653192,-0.030655687061958203,5.038095238095238,-0.45867994072207807,-1.6666411519297952,1.2079612112077172,17.0,47.0,0.734375,0.0064102564102564985,-0.1923076923076923,0.0,0.1987179487179488,0.4,4.64722143131985,-0.27450980392156865,-0.4,-7.8,-0.5360482654600303,-0.33333333333333337,-8.0,0.14134026147013146,0.0,10.0,0.6666666666666666,158.28984133361723
2004_1272_1329,2004,1272,1329,0,-1.0,2.298029556650249,11.455665024630543,0.8004926108374377,2.084975369458128,0.970443349753694,-1.7832512315270943,-0.5197044334975374,-0.3977832512315267,1.5209359605911326,-1.1995073891625623,-0.10344827586206896,-0.14655172413793105,-0.09080561216655209,-0.018496372478673362,-0.03384615384615386,3.055418719211822,-6.861188993964774,2.9117890879521724,-9.772978081916946,-2.0,-5.0,-0.042592592592592515,0.0,-0.23232323232323238,-0.8333333333333334,0.23232323232323238,-0.14374999999999993,-1.5383928707178933,-0.18885448916408665,-0.20000000000000007,-5.500000000000001,-0.10703630734590486,-0.22307692307692317,5.0,-0.0643901552992463,0.0,-11.0,0.05246422893481717,-121.46032590446521
2004_1338_1458,2004,1338,1458,1,2.0,0.50416666666667,-4.287500000000001,-1.1208333333333336,1.6395833333333325,2.0187500000000007,1.6624999999999996,2.5041666666666664,-1.0916666666666668,2.10625,-0.9000000000000004,0.08958333333333333,0.07499999999999996,0.0329238293045796,-0.014991463935125904,-0.06464409618375411,3.6583333333333314,-1.200184440670867,-2.2386938030883528,1.0385093624174857,1.0,-1.0,-0.06666666666666665,-0.052631578947368474,0.32323232323232326,-0.25,-0.3758639021796917,0.11249999999999993,1.9366939317524294,0.0,-0.10000000000000009,-4.200000000000001,-0.16666666666666663,-0.019230769230769273,-3.0,0.018452326893885318,0.0,-3.0,,71.60526079990677
2004_1246_1412,2004,1246,1412,0,1.0,-5.339080459770109,-2.154022988505748,-0.2942528735632166,-0.5448275862068961,1.3436781609195414,-1.9862068965517228,0.8793103448275854,-3.8586206896551722,-0.35747126436781596,-2.4977011494252856,-0.0011494252873563218,0.17701149425287355,0.026057906096551342,0.024557614134882444,0.04233269031013498,0.7988505747126453,4.050251455136376,-0.6538267418043802,4.704078196940756,10.0,44.0,0.5166666666666667,-0.0871794871794872,0.2777777777777778,0.75,-0.364957264957265,0.16874999999999996,2.3509717157500445,0.14411764705882346,0.20000000000000007,7.6,-0.08921568627450993,0.2867132867132868,-8.0,0.0985475563397642,0.0,23.0,,211.94300155256133
2004_1301_1435,2004,1301,1435,0,-1.0,-2.814942528735635,2.710344827586205,-0.7781609195402304,-1.3988505747126432,-0.5103448275862057,-1.7712643678160909,0.9919540229885051,-0.6011494252873559,-1.1551724137931036,0.7172413793103445,0.0011494252873563218,-0.010344827586206806,0.00338313581540145,-0.01784869976359338,0.08535817520963918,-1.9091954022988489,0.5193679331145518,1.8029416066985249,-1.2835736735839731,3.0,6.0,0.11111111111111116,-0.007352941176470562,0.05454545454545451,-0.16666666666666663,-0.06189839572192507,0.043749999999999956,1.3536048083461862,0.13157894736842102,0.0,1.7000000000000002,0.331578947368421,0.10897435897435892,-3.0,0.03376169285260211,0.0,1.0,0.06666666666666671,75.86108000792024
2004_1280_1462,2004,1280,1462,0,-5.0,2.863636363636367,-2.3257575757575744,3.8235930735930737,2.962121212121213,2.410173160173162,0.1937229437229444,2.9188311688311686,2.1482683982683985,2.257575757575758,-0.3863636363636367,0.11255411255411255,0.1958874458874459,0.02646699705523231,-0.01545383016926588,-0.016456110726211892,5.372294372294377,2.6162588555363584,-0.5430752795861054,3.1593341351224637,-8.0,-1.0,0.20238095238095244,0.044642857142857095,0.46153846153846156,-0.25,-0.41689560439560447,0.25625,4.008122247723543,0.0982142857142857,-0.09999999999999998,-4.700000000000001,-0.23511904761904767,-0.1507936507936508,-5.0,0.07342116757701189,0.0,-2.0,-0.16666666666666669,89.29368466893015
2004_1104_1393,2004,1104,1393,1,1.0,-4.75,4.763546798029555,1.040640394088669,-2.6182266009852224,-0.7142857142857153,-3.4950738916256157,0.4901477832512313,-1.444581280788178,-3.753694581280788,0.7019704433497544,0.1022167487684729,-0.1637931034482759,-0.010575112378603868,0.07147766323024063,0.06237453398336679,-3.3325123152709395,0.8293195393092958,2.6943780311575267,-1.865058491848231,-5.0,-19.0,-0.12749999999999995,-0.09019607843137256,-0.2666666666666666,0.0,0.17647058823529405,0.050000000000000044,1.0643733917286875,-0.1470588235294118,-0.09999999999999998,2.9,0.03475935828876997,-0.09090909090909094,3.0,-0.02001353624730251,0.0,-32.0,-0.4875,-59.54007384704323
2004_1163_1435,2004,1163,1435,1,3.0,5.269696969696966,-5.630303030303033,-0.22121212121212253,3.869696969696969,5.284848484848485,1.6090909090909093,1.0212121212121197,-1.415151515151515,5.227272727272727,-1.7393939393939384,-0.003030303030303029,0.11818181818181828,0.03231376993888918,0.03926839553025513,-0.0966955347774725,9.154545454545456,3.888926113592632,-4.308091077580343,8.197017191172975,6.0,24.0,0.29239766081871343,0.06209150326797386,0.19999999999999996,0.13333333333333341,-0.1379084967320261,-0.050000000000000044,-1.0643733917286875,0.25,0.20000000000000007,5.5,0.32692307692307687,0.1858974358974359,-4.0,0.04514857436935371,0.0,27.0,0.36666666666666664,142.65513332799742
2004_1329_1338,2004,1329,1338,1,-3.0,2.907327586206897,-0.5538793103448274,2.1012931034482776,-1.5269396551724146,0.4536637931034484,1.0064655172413808,1.0107758620689662,1.987068965517241,-1.3200431034482758,4.913793103448278,-0.052801724137931036,0.02155172413793105,0.031565347477220174,0.06382438776804972,0.043076923076923124,-1.073275862068968,3.2885136065348064,2.975055960921665,0.31345764561314127,3.0,9.0,0.12592592592592589,0.052631578947368474,0.0,0.08333333333333337,0.052631578947368474,0.025000000000000022,0.25179454669653634,0.11695906432748537,0.20000000000000007,4.100000000000001,0.21695906432748535,0.17307692307692313,-1.0,0.0011827998840985288,0.0,22.0,,-25.28065774218453
2004_1386_1448,2004,1386,1448,1,0.0,-3.642857142857146,4.0,-7.428571428571427,-4.357142857142858,-0.25,0.7857142857142847,-3.321428571428573,-0.10714285714285765,0.3214285714285716,-3.7857142857142883,-0.14285714285714285,0.2857142857142857,0.006985146527499042,0.024028963792593172,-0.010395116780584024,-4.607142857142854,1.0194049273137153,-11.984954926627253,13.004359853940969,-6.0,-8.0,-0.045454545454545414,0.19999999999999996,0.5,0.16666666666666674,-0.30000000000000004,-0.29999999999999993,-5.361727056069729,0.4375,0.30000000000000004,11.899999999999999,0.4375,0.3545454545454546,-3.0,0.027482258001738646,0.0,0.0,0.2,72.64284739850928
2004_1181_1228,2004,1181,1228,1,2.0,1.1354166666666643,-0.6687499999999993,6.077083333333334,1.3729166666666668,-0.08958333333333357,-2.5166666666666657,1.6208333333333336,2.510416666666667,3.0125,-0.3812500000000014,-0.004166666666666666,0.043749999999999956,0.006870781698631534,0.026415841584158384,0.03526368462595797,1.2833333333333314,3.9235583409061974,-2.4524331657612777,6.375991506667475,3.0,42.0,0.25454545454545463,0.01025641025641022,0.022222222222222254,0.0892857142857143,-0.011965811965812034,0.20624999999999993,4.354672131827304,0.022222222222222254,-0.30000000000000004,-1.5999999999999996,-0.061111111111111005,-0.22435897435897434,-4.0,0.047899070626343354,0.0,58.0,0.30000000000000004,76.04133965929782
2004_1210_1305,2004,1210,1305,1,2.0,-0.3916666666666657,5.074999999999999,-0.9333333333333336,-2.0250000000000004,0.627083333333335,1.5479166666666675,2.46875,2.34375,0.14374999999999982,2.9187499999999993,0.029166666666666667,-0.014583333333333282,0.014547788772544368,0.03386720806075649,-0.021549897057042577,-1.3979166666666671,-2.0425723382948036,-3.348353944589931,1.3057816062951275,10.0,15.0,0.5769230769230769,-0.19999999999999996,0.19871794871794873,-0.19999999999999996,-0.39871794871794874,0.28125,4.564080739328238,-0.21052631578947367,-0.30000000000000004,-9.0,-0.49723960250276045,-0.2628205128205128,-7.0,0.0635976577535019,0.0,0.0,,13.988744469075755
2004_1242_1412,2004,1242,1412,1,-1.0,-4.029556650246299,-2.4421182266009858,1.7438423645320213,-0.2733990147783256,3.8103448275862064,-0.3362068965517224,0.8078817733990142,-4.865763546798029,1.2044334975369462,-0.4667487684729039,0.0012315270935960576,0.024630541871921152,0.019994658097819418,0.0043151167931484435,0.053040598905845115,3.536945812807879,3.655168361050684,4.57663322211063,-0.9214648610599454,12.0,45.0,0.484375,-0.01025641025641022,0.0,0.35,-0.01025641025641022,0.14374999999999993,1.5383928707178933,-0.03921568627450989,-0.09999999999999998,-3.8999999999999995,-0.1725490196078433,0.030303030303030276,-5.0,0.04946892933905911,0.0,10.0,,88.8702029008657
2004_1400_1462,2004,1400,1462,0,-3.0,6.9969696969697,-1.7090909090909072,2.1878787878787875,4.5121212121212135,1.403030303030306,0.3484848484848495,-0.6787878787878778,-0.06363636363636349,1.6575757575757577,2.796969696969697,0.0696969696969697,0.0696969696969697,-0.00051654509595217,-0.009237238299931838,-0.003565181694866859,5.915151515151521,5.469779430182854,2.0448204958405114,3.4249589343423423,0.0,9.0,0.18571428571428572,0.125,0.1282051282051282,-0.35,-0.0032051282051281937,0.23124999999999996,3.195543402691392,0.0357142857142857,-0.30000000000000004,-10.9,-0.09761904761904772,-0.2362637362637363,-4.0,0.05065172922315797,0.0,6.0,-0.04999999999999999,29.941354088533444
2004_1104_1163,2004,1104,1163,0,-4.0,-7.636363636363633,2.650992685475444,1.649947753396031,-3.9926854754440964,-5.484848484848484,-6.380355276907,-0.5120167189132694,0.2967607105538139,-5.623824451410657,2.2842215256008345,0.10762800417972831,-0.23197492163009414,-0.02822560220087872,-0.017046173308032875,0.08254626629902706,-9.477533960292583,-4.520071509840989,9.973749172710981,-14.49382068255197,0.0,-14.0,-0.1768421052631578,-0.21111111111111114,-0.19999999999999996,-0.30000000000000004,-0.011111111111111183,0.050000000000000044,1.0643733917286875,-0.25,-0.20000000000000007,-2.0,-0.054195804195804165,-0.22377622377622386,6.0,-0.06478478231724993,0.0,-27.0,-0.49999999999999994,-139.6788601249907
2004_1329_1386,2004,1329,1386,1,1.0,-0.4408866995073879,-11.205665024630543,2.9495073891625623,1.7007389162561566,0.9224137931034484,-0.4667487684729039,1.7339901477832527,-1.2807881773399012,0.01477832512315258,2.378078817733993,0.10344827586206896,-0.06773399014778325,0.034235544983564625,-0.0284770612639465,-0.007367678193366256,2.6231527093596014,-0.8880837203924017,2.3202236483983256,-3.2083073687907273,7.0,12.0,0.09259259259259256,0.0,-0.2222222222222222,0.0,0.2222222222222222,0.23124999999999996,3.195543402691392,-0.042763157894736836,0.0,-1.799999999999999,0.05723684210526314,0.023076923076923106,1.0,-0.006675143038779474,0.0,19.0,0.09459459459459463,31.887024460985913
2004_1181_1462,2004,1181,1462,1,-1.0,2.832386363636367,-1.0445075757575744,3.631628787878789,1.6183712121212128,-0.8532196969696955,0.7651515151515156,1.642045454545455,2.3134469696969697,4.570075757575758,2.0823863636363633,0.032196969696969696,0.14678030303030298,0.03022919483132641,-0.0016612665684830885,0.05216330235930522,0.7651515151515156,6.483006789946671,-2.365041639369892,8.848048429316563,5.0,52.0,0.4190476190476191,0.12083333333333335,0.2615384615384616,-0.0357142857142857,-0.14070512820512826,0.29999999999999993,5.361727056069729,0.08571428571428574,-0.30000000000000004,-5.800000000000001,-0.16428571428571426,-0.2362637362637363,-6.0,0.08795101002893224,0.0,57.0,0.30000000000000004,116.5906506208778
2004_1210_1242,2004,1210,1242,1,4.0,0.2321428571428541,2.196428571428573,1.428571428571427,-0.6964285714285712,-0.40625,-1.46875,1.0401785714285712,1.9508928571428568,-0.08482142857142883,0.7544642857142847,0.026785714285714288,0.004464285714285698,0.006876450131268141,0.03947421366776205,-0.014018859775410286,-1.1026785714285694,0.588897400812229,-4.72162600295475,5.310523403766979,-7.0,-32.0,-0.15745192307692313,-0.12307692307692308,0.08333333333333337,0.20000000000000007,-0.20641025641025645,0.06874999999999998,2.1661836533783374,-0.08771929824561397,0.0,0.09999999999999964,-0.21079622132253706,-0.08333333333333326,-1.0,0.029058603733928545,0.0,-10.0,-0.6666666666666666,-43.07067543970652
2004_1163_1181,2004,1163,1181,1,1.0,4.167613636363633,-3.561553030303031,-3.631628787878789,1.8967803030303028,6.641098484848484,3.992424242424242,-0.3996212121212128,-3.1922348484848486,1.9147727272727266,-2.6581439393939377,-0.032196969696969696,-0.025568181818181768,0.00948451358382485,0.03237950664136624,-0.11513181810143414,8.537878787878789,-1.3877226595791967,-1.833832502160604,0.4461098425814072,-7.0,-32.0,-0.06315789473684219,0.011111111111111072,-0.20000000000000007,0.08571428571428574,0.21111111111111114,-0.09375,-2.4179782000748737,-0.050000000000000044,0.20000000000000007,1.0,-0.05641025641025654,0.07692307692307698,1.0,-0.01570507414663258,0.0,-32.0,-0.10000000000000009,-46.47746853974354
2004_1210_1329,2004,1210,1329,1,3.0,2.030172413793103,6.616379310344827,0.5862068965517224,-0.004310344827585411,1.9213362068965516,-0.2877155172413808,2.020474137931034,0.9816810344827589,1.2575431034482758,1.8049568965517224,-0.040948275862068964,-0.17780172413793105,-0.04283048390859123,-0.004184829991281558,-0.0024498327759197025,1.917025862068968,-7.00468548688832,-0.897597663883758,-6.107087823004562,0.0,-1.0,-0.015669515669515688,-0.19999999999999996,-0.19444444444444442,-0.033333333333333326,-0.005555555555555536,0.06874999999999998,2.1661836533783374,-0.3157894736842105,-0.30000000000000004,-10.0,-0.3388663967611336,-0.33974358974358976,1.0,-0.009814860464211095,0.0,-22.0,-0.5945945945945946,-120.53001766047123
2004_1163_1210,2004,1163,1210,1,1.0,4.261363636363633,-3.405303030303031,-2.787878787878789,3.9280303030303028,3.3910984848484844,2.461174242424242,-1.6808712121212128,-2.6922348484848486,3.8835227272727266,-5.158143939393938,-0.032196969696969696,0.09943181818181823,0.010868765727155338,0.026185958254269448,-0.0767428785607196,7.319128787878789,5.422770985061064,-1.3652457909198006,6.788016775980864,0.0,13.0,0.15991902834008098,0.14444444444444438,0.016666666666666607,0.0,0.12777777777777777,-0.09375,-2.4179782000748737,0.17105263157894735,0.20000000000000007,5.2,0.17105263157894735,0.1858974358974359,-1.0,0.008242839411670588,0.0,28.0,0.7,91.38618191623095
2005_1105_1324,2005,1105,1324,0,0.0,2.896551724137929,1.4827586206896584,4.482758620689655,1.068965517241379,3.655172413793103,-1.5862068965517242,3.206896551724137,3.655172413793104,1.3793103448275863,1.6896551724137936,0.034482758620689655,0.1724137931034483,-0.04589953937014807,-0.03302560376791264,-0.04878156845369963,4.724137931034477,-12.12809993184446,-18.675455040759815,6.5473551089153545,0.0,0.0,,0.19999999999999996,0.24107142857142855,-0.4,-0.04107142857142859,-0.25,-2.6406994714980714,0.2631578947368421,0.09999999999999998,4.1,0.26315789473684204,0.10897435897435892,0.0,-0.208900406952355,0.0,0.0,,-17.659856680849316
2005_1112_1429,2005,1112,1429,1,2.0,11.332355816226787,2.385141739980451,-0.9178885630498534,4.211143695014663,-1.5014662756598227,-0.6500488758553296,2.4613880742912997,2.6617790811339193,0.7047898338220917,2.744868035190615,-0.003910068426197455,0.04398826979472148,-0.05980371728230277,0.010064746735228114,0.08537790744017726,2.70967741935484,-5.755002998755742,4.993264848758415,-10.748267847514157,15.0,34.0,0.4814814814814815,0.004166666666666652,0.18181818181818188,-0.13333333333333341,-0.17765151515151523,0.2812499999999999,2.662678605743121,0.011695906432748537,0.0,-5.600000000000001,-0.07621618147933928,0.015151515151515138,-11.0,0.0855918972802091,0.0,34.0,0.44814814814814813,59.93724325424705
2005_1130_1335,2005,1130,1335,1,0.0,2.642857142857139,-6.892857142857142,1.1428571428571423,1.9642857142857135,-1.678571428571427,3.0,-2.7142857142857135,-0.6785714285714288,0.8928571428571423,-4.785714285714285,0.03571428571428571,0.1428571428571428,0.014960981635979032,-0.012051649928264019,0.05108617465112941,0.2857142857142847,7.672215937610673,6.697418815172284,0.9747971224383889,-2.0,8.0,0.4625,0.018099547511312153,0.24444444444444446,,-0.2263448969331323,0.49374999999999997,5.5703800548419595,-0.09210526315789469,-0.30000000000000004,-8.3,-0.6476608187134503,-0.31666666666666665,-9.0,0.17470192145516805,0.0,2.0,0.25,128.4493898069311
2005_1153_1234,2005,1153,1234,1,-1.0,2.850806451612904,2.126008064516128,4.5,3.293346774193548,2.06451612903226,-0.5,-1.079637096774194,-2.047379032258065,1.464717741935484,-1.0100806451612918,-0.029233870967741937,0.11794354838709675,-0.02453712098947619,-0.03147028415677183,0.004062126642771835,5.357862903225808,3.9218520178448983,-4.42171682097441,8.343568838819309,1.0,5.0,0.055288461538461564,0.06985294117647056,0.3333333333333333,-0.11428571428571432,-0.26348039215686275,-0.08750000000000002,-1.2160833306731762,0.16666666666666663,0.09999999999999998,3.1000000000000005,0.1007326007326006,0.13636363636363635,-3.0,0.018056618705969196,0.0,16.0,-0.024242424242424176,113.72863170760002
2005_1211_1457,2005,1211,1457,1,0.0,3.0,-5.758620689655173,4.482758620689655,0.5517241379310338,2.9655172413793096,1.9655172413793096,-0.4482758620689662,-2.3103448275862064,-0.3103448275862073,-1.5172413793103416,-0.06896551724137931,0.03448275862068961,0.06691916305322487,0.029930708630284575,0.062156712785927826,3.5172413793103416,12.941372113967546,10.447034323812645,2.4943377901549013,3.0,9.0,0.5625,0.0,-0.02564102564102566,0.19047619047619047,0.02564102564102566,0.55625,4.791304061359524,-0.125,0.0,0.0,-0.42569930069930073,0.0,-11.0,0.22732894810816895,0.0,6.0,0.5454545454545454,212.7890025078359
2005_1192_1228,2005,1192,1228,0,-2.0,2.3294232649071347,-2.787878787878789,2.783968719452588,1.4819159335288372,0.2512218963831856,-3.5434995112414445,2.782013685239491,-0.5073313782991207,0.9951124144672527,3.4525904203323563,0.03421309872922776,-0.3567937438905181,-0.03712934498810605,-0.0477223837106337,-0.05447871282033678,1.7331378299120246,-12.854246855762327,8.997932091035338,-21.852178946797665,-13.0,-20.0,-0.5555555555555556,-0.2142857142857143,-0.38888888888888884,-0.6666666666666667,0.17460317460317454,-0.625,-6.307728490297507,-0.19444444444444442,-0.20000000000000007,-11.2,0.44191919191919193,-0.16666666666666663,15.0,-0.5206243972477739,0.0,-4.0,-0.5714285714285714,-442.7412576119807
2005_1184_1246,2005,1184,1246,0,-3.0,-1.8814814814814795,-1.9259259259259238,-3.8444444444444414,-1.7740740740740737,0.6555555555555586,-0.6000000000000014,1.1888888888888882,-2.5481481481481483,-0.6555555555555559,2.7185185185185183,0.04074074074074074,-0.12962962962962965,0.011152222787167432,0.01738811445341154,0.0010055601561574923,-1.1185185185185134,-4.032115262495736,9.18326247793928,-13.215377740435017,-17.0,-47.0,,-0.033333333333333326,-0.16666666666666663,0.19999999999999996,0.1333333333333333,-0.6312500000000001,-7.141685167276798,-0.06725146198830412,0.10000000000000009,-0.7000000000000002,0.1751727804359383,0.06818181818181823,13.0,-0.3576823609291142,0.0,-24.0,,-355.5870377015792
2005_1305_1400,2005,1305,1400,1,0.0,-3.620689655172413,-10.551724137931034,0.24137931034482563,-1.3793103448275872,1.275862068965516,1.6896551724137936,0.3793103448275854,0.6206896551724137,0.931034482758621,-1.8275862068965534,-0.034482758620689655,0.13793103448275867,0.002700326307228995,-0.1130050505050505,0.009966022677887154,-0.10344827586207117,-8.690614049183282,-7.051304311689364,-1.6393097374939174,-12.0,-17.0,-0.0757575757575758,-0.125,0.4461538461538461,,-0.5711538461538461,-0.2999999999999998,-3.889673438759811,0.2941176470588235,0.4,8.0,0.37745098039215685,0.40909090909090906,1.0,-0.027882290869303716,0.0,-11.0,,55.70705480653146
2005_1310_1328,2005,1310,1328,0,-2.0,6.689655172413794,7.451612903225808,6.823136818687431,3.120133481646274,2.513904338153502,0.02558398220244662,-1.0133481646273648,-1.976640711902113,-0.8509454949944382,0.741935483870968,0.14015572858731926,-0.0845383759733036,-0.04473152596985763,-0.020053245436105482,0.07326593934541081,5.634037819799779,4.808226385333626,13.67251536658462,-8.864288981250994,-16.0,-24.0,,0.06666666666666665,-0.3095238095238095,0.4285714285714286,0.3761904761904761,-0.4999999999999999,-6.061533515840273,-0.030959752321981338,0.0,-5.0,0.1357069143446854,0.06060606060606066,11.0,-0.2972222582612193,0.0,-10.0,,-179.10399078381533
2005_1334_1338,2005,1334,1338,1,1.0,-2.9605911330049253,0.942118226600984,-3.1564039408866975,-4.669950738916256,2.141625615763548,-0.35591133004926157,-0.6761083743842367,-1.3965517241379306,-0.9371921182266014,-2.551724137931034,-0.0024630541871921152,0.18226600985221675,0.027188328912466808,-0.0007419729865121294,0.08913674772574964,-2.5283251231527046,0.7124180754097864,1.4603134537075704,-0.747895378297784,-7.0,-8.0,-0.16666666666666669,0.158371040723982,0.261904761904762,0.0,-0.10353372118077997,-0.39374999999999993,-4.7454460933743485,0.3194444444444444,0.4,9.3,0.33459595959595956,0.3712121212121212,-1.0,-0.014126566074617819,0.0,-1.0,-0.3333333333333333,-69.35145325762869
2005_1403_1417,2005,1403,1417,1,2.0,2.7380952380952337,-7.133333333333333,-0.5071428571428562,-0.5619047619047617,-1.75,2.511904761904761,-3.2404761904761905,1.9095238095238098,1.3952380952380952,-1.4309523809523803,-0.04047619047619047,0.023809523809523725,0.020235800452815422,0.054269183301441315,0.0401409082749955,-2.3119047619047635,5.241587480813607,-2.4011560421333513,7.642743522946958,-9.0,-22.0,-0.30769230769230776,0.06666666666666665,-0.045454545454545414,0.4,0.11212121212121207,0.13124999999999998,2.4629162557880835,0.04334365325077394,-0.09999999999999998,-10.6,0.04334365325077394,-0.020979020979020935,-5.0,0.033390851572669855,0.0,18.0,0.007518796992481258,75.58148742372441
2005_1261_1412,2005,1261,1412,0,-2.0,-4.350389321468299,-0.056729699666295375,-0.42825361512791815,-0.25917686318131317,3.6384872080089004,-0.7808676307007794,-0.14571746384872064,-4.774193548387096,1.14238042269188,-3.3893214682981103,0.10789766407119022,0.012235817575083519,0.008214420104692255,0.016186912300901912,0.03195414112800454,3.379310344827587,3.591122872006892,5.692865690300266,-2.101742818293374,4.0,7.0,0.13636363636363635,0.14761904761904765,-0.18333333333333335,-0.09999999999999998,0.330952380952381,0.16875000000000007,2.206562020482875,0.14860681114551078,0.30000000000000004,7.999999999999999,0.3343210968597965,0.20454545454545459,-5.0,0.05967409214162478,0.0,0.0,-0.16666666666666663,48.57753573607215
