Season,TeamID,DOK,MOR,POM,RPI,RTH,SAG,WLK,WOL,RankMean,RankMedian,RankStd,DOK_pct,MOR_pct,POM_pct,RPI_pct,RTH_pct,SAG_pct,WLK_pct,WOL_pct,AvgRankPct
2006,1326,10.0,12.0,9.0,5.0,6.0,8.0,6.0,7.0,7.875,7.5,2.356601669474803,0.9752747252747253,0.9697802197802198,0.978021978021978,0.989010989010989,0.9862637362637363,0.9807162534435262,0.9862637362637363,0.9835164835164835,0.9811060151969244
2006,1328,40.0,27.0,38.0,16.0,27.0,35.0,31.0,32.0,30.75,31.5,7.592289321598403,0.8928571428571429,0.9285714285714286,0.8983516483516484,0.9587912087912088,0.9285714285714286,0.90633608815427,0.9175824175824175,0.9148351648351648,0.9182370659643387
2006,1329,69.0,38.0,46.0,89.0,59.0,63.0,76.0,87.0,65.875,66.0,18.20861256187773,0.8131868131868132,0.8983516483516484,0.8763736263736264,0.7582417582417582,0.8406593406593407,0.8292011019283747,0.7939560439560439,0.7637362637362637,0.8217133245542336
2006,1330,64.0,105.0,78.0,69.0,76.0,69.0,64.0,66.0,73.875,69.0,13.600814051267037,0.8269230769230769,0.7142857142857143,0.7884615384615384,0.8131868131868132,0.7939560439560439,0.8126721763085399,0.8269230769230769,0.8214285714285714,0.7997296264341718
2006,1331,113.0,109.0,128.0,131.0,138.0,121.0,111.0,123.0,121.75,122.0,10.319883720275147,0.6923076923076923,0.7032967032967034,0.6510989010989011,0.6428571428571429,0.6236263736263736,0.6694214876033058,0.6978021978021978,0.6648351648351648,0.6681557079284353
2006,1332,88.0,44.0,65.0,147.0,92.0,98.0,112.0,137.0,97.875,95.0,34.34878870810856,0.760989010989011,0.8818681318681318,0.8241758241758241,0.5989010989010989,0.75,0.7327823691460055,0.695054945054945,0.6263736263736264,0.7337681258135803
2006,1333,140.0,136.0,139.0,174.0,131.0,143.0,174.0,150.0,148.375,141.5,16.724127139298737,0.6181318681318682,0.6291208791208791,0.6208791208791209,0.5247252747252747,0.6428571428571429,0.6088154269972452,0.5247252747252747,0.5906593406593407,0.5949892910120183
2006,1334,77.0,74.0,89.0,88.0,109.0,79.0,82.0,99.0,87.125,85.0,11.89762881538046,0.7912087912087912,0.7994505494505495,0.7582417582417582,0.760989010989011,0.7032967032967034,0.7851239669421488,0.7774725274725275,0.7307692307692307,0.76331906729634
2006,1335,104.0,119.0,103.0,98.0,115.0,97.0,94.0,103.0,104.125,103.0,8.724964183307574,0.717032967032967,0.6758241758241759,0.7197802197802198,0.7335164835164835,0.6868131868131868,0.7355371900826446,0.7445054945054945,0.7197802197802198,0.716598742166924
2006,1336,99.0,94.0,97.0,106.0,71.0,108.0,97.0,85.0,94.625,97.0,11.891623702662066,0.7307692307692307,0.7445054945054945,0.7362637362637363,0.7115384615384616,0.8076923076923077,0.7052341597796143,0.7362637362637363,0.7692307692307693,0.7426872370054188
2006,1337,223.0,194.0,203.0,248.0,204.0,203.0,254.0,247.0,222.0,213.5,24.36625300932184,0.3901098901098901,0.4697802197802198,0.44505494505494503,0.32142857142857145,0.4423076923076923,0.44352617079889806,0.30494505494505497,0.3241758241758242,0.392666046075137
2006,1338,12.0,11.0,8.0,11.0,9.0,10.0,11.0,12.0,10.5,11.0,1.4142135623730951,0.9697802197802198,0.9725274725274725,0.9807692307692307,0.9725274725274725,0.978021978021978,0.9752066115702479,0.9725274725274725,0.9697802197802198,0.9738925846880393
2006,1339,202.0,170.0,187.0,238.0,191.0,198.0,239.0,224.0,206.125,200.0,25.068121475007143,0.4478021978021978,0.5357142857142857,0.489010989010989,0.3489010989010989,0.47802197802197804,0.4573002754820937,0.34615384615384615,0.3873626373626374,0.43628341355614086
2006,1340,179.0,182.0,168.0,196.0,194.0,188.0,192.0,208.0,188.375,190.0,12.141281410366629,0.510989010989011,0.5027472527472527,0.5412087912087912,0.4642857142857143,0.4697802197802198,0.48484848484848486,0.47527472527472525,0.43131868131868134,0.48505661005661005
2006,1341,332.0,333.0,333.0,334.0,332.0,333.0,331.0,332.0,332.5,332.5,0.9258200997725514,0.09065934065934066,0.08791208791208792,0.08791208791208792,0.08516483516483517,0.09065934065934066,0.08539944903581267,0.09340659340659341,0.09065934065934066,0.08897163442617988
2006,1343,251.0,204.0,246.0,199.0,246.0,241.0,241.0,228.0,232.0,241.0,20.014280615885962,0.3131868131868132,0.4423076923076923,0.3269230769230769,0.45604395604395603,0.3269230769230769,0.33884297520661155,0.34065934065934067,0.37637362637362637,0.3651575697030242
2006,1344,91.0,72.0,82.0,108.0,82.0,88.0,100.0,105.0,91.0,89.5,12.524262168173536,0.7527472527472527,0.804945054945055,0.7774725274725275,0.7060439560439561,0.7774725274725275,0.7603305785123967,0.728021978021978,0.7142857142857143,0.752664948687676
2006,1345,158.0,129.0,145.0,175.0,129.0,151.0,148.0,151.0,148.25,149.5,15.011900041538475,0.5686813186813187,0.6483516483516484,0.6043956043956044,0.521978021978022,0.6483516483516484,0.5867768595041323,0.5961538461538461,0.5879120879120879,0.5953251294160384
2006,1346,257.0,282.0,264.0,260.0,266.0,267.0,262.0,265.0,265.375,264.5,7.4821215478728265,0.2967032967032967,0.22802197802197802,0.2774725274725275,0.28846153846153844,0.27197802197802196,0.26721763085399447,0.28296703296703296,0.27472527472527475,0.27344341264795813
2006,1347,236.0,266.0,220.0,193.0,232.0,213.0,198.0,197.0,219.375,216.5,24.79595301080976,0.3543956043956044,0.27197802197802196,0.3983516483516483,0.4725274725274725,0.36538461538461536,0.41597796143250687,0.45879120879120877,0.46153846153846156,0.39986812429994245
2006,1348,138.0,140.0,150.0,152.0,135.0,139.0,145.0,142.0,142.625,141.0,5.950690236074659,0.6236263736263736,0.6181318681318682,0.5906593406593407,0.5851648351648352,0.6318681318681318,0.6198347107438017,0.6043956043956044,0.6126373626373627,0.6107897784034149
2006,1349,219.0,172.0,222.0,218.0,203.0,208.0,233.0,221.0,212.0,218.5,18.53182590649317,0.4010989010989011,0.5302197802197802,0.39285714285714285,0.40384615384615385,0.44505494505494503,0.4297520661157025,0.3626373626373626,0.3956043956043956,0.420133843429298
2006,1350,222.0,202.0,227.0,205.0,166.0,199.0,204.0,185.0,201.25,203.0,19.37413592543272,0.39285714285714285,0.4478021978021978,0.3791208791208791,0.43956043956043955,0.5467032967032966,0.45454545454545453,0.4423076923076923,0.4945054945054945,0.4496753246753247
2006,1351,213.0,271.0,233.0,243.0,227.0,223.0,249.0,238.0,237.125,235.5,17.82804772582477,0.4175824175824176,0.25824175824175827,0.3626373626373626,0.33516483516483514,0.3791208791208791,0.3884297520661157,0.31868131868131866,0.3489010989010989,0.35109492779947327
2006,1352,247.0,269.0,257.0,213.0,256.0,249.0,224.0,227.0,242.75,248.0,19.30765947197418,0.3241758241758242,0.26373626373626374,0.2967032967032967,0.4175824175824176,0.29945054945054944,0.3168044077134986,0.3873626373626374,0.3791208791208791,0.3356170344806708
2006,1353,60.0,67.0,64.0,75.0,60.0,53.0,73.0,69.0,65.125,65.5,7.3569694847810805,0.8379120879120879,0.8186813186813187,0.8269230769230769,0.7967032967032966,0.8379120879120879,0.8567493112947658,0.8021978021978022,0.8131868131868132,0.8237832243514062
2006,1354,277.0,268.0,260.0,222.0,271.0,270.0,240.0,231.0,254.875,264.0,20.869920254485198,0.24175824175824176,0.2664835164835165,0.28846153846153844,0.39285714285714285,0.25824175824175827,0.25895316804407714,0.3434065934065934,0.36813186813186816,0.30228672842309207
2006,1355,281.0,283.0,299.0,276.0,279.0,284.0,294.0,279.0,284.375,282.0,7.998883850709601,0.23076923076923078,0.22527472527472528,0.1813186813186813,0.2445054945054945,0.23626373626373626,0.22038567493112948,0.19505494505494506,0.23626373626373626,0.22122952804770987
2006,1356,28.0,53.0,48.0,29.0,57.0,45.0,44.0,46.0,43.75,45.5,10.361329203202786,0.9258241758241759,0.8571428571428571,0.8708791208791209,0.9230769230769231,0.8461538461538461,0.8787878787878788,0.8818681318681318,0.8763736263736264,0.88251332001332
2006,1357,260.0,290.0,273.0,262.0,270.0,269.0,270.0,270.0,270.5,270.0,9.039595439746499,0.28846153846153844,0.20604395604395603,0.25274725274725274,0.28296703296703296,0.260989010989011,0.26170798898071623,0.260989010989011,0.260989010989011,0.25936185027094116
2006,1358,156.0,196.0,171.0,112.0,157.0,155.0,144.0,110.0,150.125,155.5,28.652785952802965,0.5741758241758241,0.4642857142857143,0.532967032967033,0.695054945054945,0.5714285714285714,0.5757575757575758,0.6071428571428571,0.7005494505494505,0.5901702464202464
2006,1359,152.0,187.0,158.0,107.0,144.0,138.0,126.0,111.0,140.375,141.0,26.245747954940924,0.5851648351648352,0.489010989010989,0.5686813186813187,0.7087912087912088,0.6071428571428571,0.6225895316804407,0.6565934065934066,0.6978021978021978,0.6169720431084067
2006,1360,116.0,131.0,123.0,141.0,128.0,130.0,129.0,141.0,129.875,129.5,8.391109240482708,0.6840659340659341,0.6428571428571429,0.6648351648351648,0.6153846153846154,0.6510989010989011,0.6446280991735537,0.6483516483516484,0.6153846153846154,0.645825765143947
2006,1361,62.0,51.0,51.0,56.0,64.0,62.0,63.0,64.0,59.125,62.0,5.617256574927962,0.8324175824175825,0.8626373626373627,0.8626373626373627,0.8489010989010989,0.8269230769230769,0.8319559228650137,0.8296703296703297,0.8269230769230769,0.840258226621863
2006,1362,159.0,146.0,161.0,185.0,155.0,161.0,190.0,196.0,169.125,161.0,18.43473042152463,0.5659340659340659,0.6016483516483516,0.5604395604395604,0.4945054945054945,0.5769230769230769,0.559228650137741,0.4807692307692308,0.4642857142857143,0.5379667680804044
2006,1363,207.0,214.0,204.0,269.0,224.0,235.0,260.0,286.0,237.375,229.5,30.80787237054841,0.4340659340659341,0.41483516483516486,0.4423076923076923,0.26373626373626374,0.3873626373626374,0.35537190082644626,0.28846153846153844,0.21703296703296704,0.3503967623285805
2006,1364,177.0,180.0,180.0,219.0,188.0,175.0,200.0,209.0,191.0,184.0,16.44036843521806,0.5164835164835165,0.5082417582417582,0.5082417582417582,0.4010989010989011,0.48626373626373626,0.5206611570247934,0.4532967032967033,0.42857142857142855,0.47785736990282446
2006,1365,169.0,144.0,167.0,184.0,159.0,159.0,184.0,187.0,169.125,168.0,15.132155922311362,0.5384615384615384,0.6071428571428571,0.5439560439560439,0.49725274725274726,0.5659340659340659,0.5647382920110193,0.49725274725274726,0.489010989010989,0.537968660127751
2006,1366,334.0,334.0,334.0,333.0,334.0,334.0,334.0,334.0,333.875,334.0,0.3535533905932738,0.08516483516483517,0.08516483516483517,0.08516483516483517,0.08791208791208792,0.08516483516483517,0.08264462809917356,0.08516483516483517,0.08516483516483517,0.08519321587503406
2006,1368,193.0,195.0,177.0,189.0,206.0,192.0,201.0,192.0,193.125,192.5,8.54295867115971,0.4725274725274725,0.46703296703296704,0.5164835164835165,0.4835164835164835,0.4368131868131868,0.4738292011019284,0.45054945054945056,0.47527472527472525,0.4720033754124663
2006,1369,310.0,300.0,312.0,313.0,297.0,298.0,310.0,304.0,305.5,307.0,6.546536707079771,0.1510989010989011,0.17857142857142858,0.14560439560439561,0.14285714285714285,0.18681318681318682,0.18181818181818182,0.1510989010989011,0.16758241758241757,0.16318056943056944
2006,1371,58.0,70.0,56.0,58.0,45.0,58.0,53.0,53.0,56.375,57.0,7.029275516418053,0.8434065934065934,0.8104395604395604,0.8489010989010989,0.8434065934065934,0.8791208791208791,0.8429752066115702,0.8571428571428571,0.8571428571428571,0.8478169557715012
2006,1372,210.0,213.0,189.0,241.0,222.0,212.0,203.0,201.0,211.375,211.0,15.463667094192115,0.4258241758241758,0.4175824175824176,0.4835164835164835,0.34065934065934067,0.39285714285714285,0.418732782369146,0.44505494505494503,0.45054945054945056,0.42184709230163775
2006,1373,134.0,158.0,131.0,125.0,145.0,136.0,118.0,131.0,134.75,132.5,12.256193769449213,0.6346153846153846,0.5686813186813187,0.6428571428571429,0.6593406593406593,0.6043956043956044,0.628099173553719,0.6785714285714286,0.6428571428571429,0.63242723185905
2006,1374,221.0,155.0,197.0,268.0,205.0,201.0,222.0,246.0,214.375,213.0,33.95769426801531,0.3956043956043956,0.5769230769230769,0.46153846153846156,0.2664835164835165,0.43956043956043955,0.4490358126721763,0.39285714285714285,0.3269230769230769,0.4136157403202858
2006,1375,86.0,76.0,75.0,66.0,86.0,91.0,54.0,61.0,74.375,75.5,13.16855019680277,0.7664835164835165,0.7939560439560439,0.7967032967032966,0.8214285714285714,0.7664835164835165,0.7520661157024794,0.8543956043956044,0.8351648351648352,0.7983351875397331
2006,1376,49.0,24.0,37.0,62.0,50.0,49.0,55.0,65.0,48.875,49.5,13.260440630472493,0.8681318681318682,0.9368131868131868,0.9010989010989011,0.8324175824175825,0.8653846153846154,0.8677685950413223,0.8516483516483516,0.8241758241758241,0.8684298655889564
2006,1378,188.0,132.0,174.0,236.0,174.0,184.0,211.0,242.0,192.625,186.0,36.09882269548413,0.48626373626373626,0.6401098901098901,0.5247252747252747,0.3543956043956044,0.5247252747252747,0.49586776859504134,0.4230769230769231,0.33791208791208793,0.47338456997547906
2006,1379,278.0,222.0,232.0,246.0,230.0,259.0,268.0,257.0,249.0,251.5,19.83503394069623,0.23901098901098902,0.39285714285714285,0.36538461538461536,0.3269230769230769,0.3708791208791209,0.2892561983471074,0.2664835164835165,0.2967032967032967,0.3184372445736082
2006,1380,214.0,232.0,175.0,132.0,229.0,205.0,160.0,173.0,190.0,190.0,35.5849085187206,0.41483516483516486,0.36538461538461536,0.521978021978022,0.6401098901098901,0.37362637362637363,0.4380165289256198,0.5631868131868132,0.5274725274725275,0.4805762419398783
2006,1381,270.0,243.0,251.0,303.0,269.0,261.0,275.0,283.0,269.375,269.5,18.71544434799391,0.260989010989011,0.33516483516483514,0.3131868131868132,0.17032967032967034,0.26373626373626374,0.2837465564738292,0.24725274725274726,0.22527472527472528,0.2624600778009869
2006,1382,245.0,226.0,249.0,290.0,233.0,251.0,266.0,271.0,253.875,250.0,20.938259581104496,0.32967032967032966,0.38186813186813184,0.31868131868131866,0.20604395604395603,0.3626373626373626,0.31129476584022037,0.27197802197802196,0.25824175824175827,0.3050519556201374
2006,1383,267.0,279.0,274.0,271.0,274.0,266.0,271.0,273.0,271.875,272.0,4.155461122770509,0.2692307692307692,0.23626373626373626,0.25,0.25824175824175827,0.25,0.2699724517906336,0.25824175824175827,0.25274725274725274,0.2555872158144885
2006,1384,322.0,329.0,325.0,323.0,325.0,325.0,327.0,326.0,325.25,325.0,2.187627547301936,0.11813186813186813,0.0989010989010989,0.10989010989010989,0.11538461538461539,0.10989010989010989,0.10743801652892562,0.1043956043956044,0.10714285714285714,0.10889678503314867
2006,1385,111.0,96.0,119.0,137.0,98.0,110.0,123.0,122.0,114.5,115.0,13.638181696985855,0.6978021978021978,0.739010989010989,0.6758241758241759,0.6263736263736264,0.7335164835164835,0.699724517906336,0.6648351648351648,0.6675824175824175,0.6880836966064239
2006,1386,47.0,34.0,47.0,43.0,69.0,54.0,49.0,56.0,49.875,48.0,10.260012531320667,0.8736263736263736,0.9093406593406593,0.8736263736263736,0.8846153846153846,0.8131868131868132,0.8539944903581267,0.8681318681318682,0.8489010989010989,0.8656778827233372
2006,1387,106.0,113.0,118.0,101.0,108.0,109.0,108.0,102.0,108.125,108.0,5.540435774506241,0.7115384615384616,0.6923076923076923,0.6785714285714286,0.7252747252747253,0.7060439560439561,0.7024793388429752,0.7060439560439561,0.7225274725274725,0.7055983788938334
2006,1388,118.0,103.0,105.0,122.0,111.0,117.0,116.0,117.0,113.625,116.5,6.674846172652328,0.6785714285714286,0.7197802197802198,0.7142857142857143,0.6675824175824175,0.6978021978021978,0.6804407713498623,0.6840659340659341,0.6813186813186813,0.690480920594557
2006,1389,149.0,166.0,160.0,128.0,152.0,156.0,138.0,134.0,147.875,150.5,13.335639681480815,0.5934065934065934,0.5467032967032966,0.5631868131868132,0.6510989010989011,0.5851648351648352,0.5730027548209367,0.6236263736263736,0.6346153846153846,0.5963506190778918
2006,1390,73.0,61.0,85.0,86.0,81.0,73.0,96.0,104.0,82.375,83.0,13.66891677179599,0.8021978021978022,0.8351648351648352,0.7692307692307693,0.7664835164835165,0.7802197802197802,0.8016528925619835,0.739010989010989,0.717032967032967,0.7763741939878304
2006,1391,280.0,251.0,271.0,267.0,299.0,292.0,279.0,291.0,278.75,279.5,15.609063301263697,0.23351648351648352,0.3131868131868132,0.25824175824175827,0.2692307692307692,0.1813186813186813,0.19834710743801653,0.23626373626373626,0.2032967032967033,0.23667525656162022
2006,1392,314.0,308.0,317.0,310.0,315.0,313.0,318.0,324.0,314.875,314.5,4.969550137731641,0.1401098901098901,0.1565934065934066,0.13186813186813187,0.1510989010989011,0.13736263736263737,0.14049586776859505,0.12912087912087913,0.11263736263736264,0.13741088456997547
2006,1393,33.0,30.0,52.0,17.0,24.0,26.0,32.0,22.0,29.5,28.0,10.555973258234951,0.9120879120879121,0.9203296703296703,0.8598901098901099,0.9560439560439561,0.9368131868131868,0.931129476584022,0.9148351648351648,0.9423076923076923,0.9216796461114644
2006,1394,128.0,130.0,124.0,201.0,153.0,140.0,134.0,162.0,146.5,137.0,25.556659741500983,0.6510989010989011,0.6456043956043956,0.6620879120879121,0.45054945054945056,0.5824175824175825,0.6170798898071626,0.6346153846153846,0.5576923076923077,0.6001432279841371
2006,1395,253.0,188.0,242.0,287.0,239.0,248.0,295.0,295.0,255.875,250.5,36.22326600404773,0.3076923076923077,0.48626373626373626,0.33791208791208793,0.21428571428571427,0.34615384615384615,0.31955922865013775,0.19230769230769232,0.19230769230769232,0.2995602881966518
2006,1396,76.0,60.0,76.0,74.0,73.0,75.0,77.0,73.0,73.0,74.5,5.451081150953975,0.7939560439560439,0.8379120879120879,0.7939560439560439,0.7994505494505495,0.8021978021978022,0.7961432506887053,0.7912087912087912,0.8021978021978022,0.8021277964459783
2006,1397,15.0,22.0,15.0,6.0,16.0,14.0,15.0,15.0,14.75,15.0,4.334248987508019,0.9615384615384616,0.9423076923076923,0.9615384615384616,0.9862637362637363,0.9587912087912088,0.9641873278236914,0.9615384615384616,0.9615384615384616,0.9622129764175218
2006,1398,205.0,211.0,198.0,208.0,201.0,197.0,197.0,194.0,201.375,199.5,6.022280061808579,0.43956043956043955,0.4230769230769231,0.45879120879120877,0.43131868131868134,0.45054945054945056,0.46005509641873277,0.46153846153846156,0.4697802197802198,0.44933381012926465
2006,1399,186.0,201.0,196.0,135.0,158.0,166.0,166.0,136.0,168.0,166.0,25.12255673976789,0.49175824175824173,0.45054945054945056,0.4642857142857143,0.6318681318681318,0.5686813186813187,0.5454545454545454,0.5467032967032966,0.6291208791208791,0.5410526973026972
2006,1400,2.0,5.0,6.0,8.0,5.0,4.0,4.0,8.0,5.25,5.0,2.052872551885702,0.9972527472527473,0.989010989010989,0.9862637362637363,0.9807692307692307,0.989010989010989,0.9917355371900827,0.9917582417582418,0.9807692307692307,0.988321337753156
2006,1401,39.0,19.0,33.0,44.0,30.0,39.0,39.0,40.0,35.375,39.0,7.909081579334697,0.8956043956043956,0.9505494505494505,0.9120879120879121,0.8818681318681318,0.9203296703296703,0.8953168044077136,0.8956043956043956,0.8928571428571429,0.9055272379136015
2006,1402,324.0,316.0,324.0,328.0,330.0,327.0,330.0,331.0,326.25,327.5,4.920801328471382,0.11263736263736264,0.1346153846153846,0.11263736263736264,0.10164835164835165,0.09615384615384616,0.10192837465564739,0.09615384615384616,0.09340659340659341,0.10614764023854933
2006,1403,101.0,73.0,101.0,136.0,93.0,99.0,115.0,112.0,103.75,101.0,18.25807062252589,0.7252747252747253,0.8021978021978022,0.7252747252747253,0.6291208791208791,0.7472527472527473,0.7300275482093664,0.6868131868131868,0.695054945054945,0.7176270698997972
2006,1404,227.0,225.0,218.0,224.0,213.0,214.0,206.0,205.0,216.5,216.0,8.468428763016531,0.3791208791208791,0.38461538461538464,0.40384615384615385,0.3873626373626374,0.4175824175824176,0.4132231404958678,0.4368131868131868,0.43956043956043955,0.40776552992462084
2006,1405,127.0,88.0,107.0,148.0,130.0,119.0,122.0,120.0,120.125,121.0,17.44736983862365,0.6538461538461539,0.760989010989011,0.7087912087912088,0.5961538461538461,0.6456043956043956,0.6749311294765841,0.6675824175824175,0.6730769230769231,0.6726218856900675
2006,1406,243.0,258.0,254.0,221.0,226.0,226.0,213.0,202.0,230.375,226.0,19.69000834360993,0.33516483516483514,0.29395604395604397,0.30494505494505497,0.3956043956043956,0.38186813186813184,0.38016528925619836,0.4175824175824176,0.4478021978021978,0.3696360457724094
2006,1407,212.0,176.0,178.0,242.0,198.0,200.0,193.0,210.0,201.125,199.0,21.081051071654713,0.42032967032967034,0.5192307692307693,0.5137362637362637,0.33791208791208793,0.45879120879120877,0.45179063360881544,0.4725274725274725,0.4258241758241758,0.450017785245058
2006,1408,217.0,189.0,201.0,217.0,211.0,222.0,217.0,226.0,212.5,217.0,12.071217242444348,0.4065934065934066,0.4835164835164835,0.45054945054945056,0.4065934065934066,0.4230769230769231,0.39118457300275483,0.4065934065934066,0.38186813186813184,0.41874697272424544
2006,1409,225.0,171.0,205.0,203.0,215.0,231.0,215.0,230.0,211.875,215.0,19.577228025000302,0.38461538461538464,0.532967032967033,0.43956043956043955,0.44505494505494503,0.41208791208791207,0.36639118457300274,0.41208791208791207,0.3708791208791209,0.4204554914782187
2006,1410,326.0,325.0,328.0,330.0,326.0,328.0,321.0,327.0,326.375,326.5,2.669269563007828,0.10714285714285714,0.10989010989010989,0.10164835164835165,0.09615384615384616,0.10714285714285714,0.09917355371900827,0.12087912087912088,0.1043956043956044,0.10580328762146946
2006,1411,327.0,327.0,326.0,307.0,327.0,324.0,317.0,322.0,322.125,325.0,7.019106577254483,0.1043956043956044,0.1043956043956044,0.10714285714285714,0.15934065934065933,0.1043956043956044,0.11019283746556474,0.13186813186813187,0.11813186813186813,0.1174828958919868
2006,1412,51.0,52.0,44.0,32.0,42.0,44.0,42.0,30.0,42.125,43.0,7.863795884576717,0.8626373626373627,0.8598901098901099,0.8818681318681318,0.9148351648351648,0.8873626373626373,0.8815426997245179,0.8873626373626373,0.9203296703296703,0.8869785517512789
2006,1413,288.0,284.0,283.0,295.0,285.0,294.0,302.0,300.0,291.375,291.0,7.4053552051394345,0.21153846153846154,0.22252747252747251,0.22527472527472528,0.19230769230769232,0.21978021978021978,0.1928374655647383,0.17307692307692307,0.17857142857142858,0.20198929858020767
2006,1414,132.0,154.0,136.0,168.0,170.0,144.0,191.0,189.0,160.5,161.0,22.72820777297296,0.6401098901098901,0.5796703296703297,0.6291208791208791,0.5412087912087912,0.5357142857142857,0.6060606060606061,0.47802197802197804,0.4835164835164835,0.5616779054279054
2006,1415,311.0,302.0,290.0,312.0,302.0,310.0,323.0,314.0,308.0,310.5,9.899494936611665,0.14835164835164835,0.17307692307692307,0.20604395604395603,0.14560439560439561,0.17307692307692307,0.1487603305785124,0.11538461538461539,0.1401098901098901,0.156301085278358
2006,1416,209.0,162.0,176.0,190.0,182.0,219.0,199.0,204.0,192.625,194.5,18.776409971785647,0.42857142857142855,0.5576923076923077,0.5192307692307693,0.4807692307692308,0.5027472527472527,0.39944903581267216,0.45604395604395603,0.4423076923076923,0.4733514591469137
2006,1417,14.0,7.0,12.0,10.0,13.0,13.0,14.0,17.0,12.5,13.0,2.9760952365713798,0.9642857142857143,0.9835164835164835,0.9697802197802198,0.9752747252747253,0.967032967032967,0.9669421487603306,0.9642857142857143,0.9560439560439561,0.9683952411225139
2006,1418,155.0,148.0,148.0,140.0,161.0,163.0,140.0,156.0,151.375,151.5,8.814557763803501,0.5769230769230769,0.5961538461538461,0.5961538461538461,0.6181318681318682,0.5604395604395604,0.5537190082644629,0.6181318681318682,0.5741758241758241,0.5867286122967941
2006,1419,275.0,296.0,284.0,259.0,273.0,280.0,285.0,267.0,277.375,277.5,11.500776371308902,0.24725274725274726,0.18956043956043955,0.22252747252747251,0.29120879120879123,0.25274725274725274,0.23140495867768596,0.21978021978021978,0.2692307692307692,0.24046408137317227
2006,1420,279.0,274.0,270.0,296.0,282.0,274.0,281.0,290.0,280.75,280.0,8.6972902183874,0.23626373626373626,0.25,0.260989010989011,0.18956043956043955,0.22802197802197802,0.24793388429752067,0.23076923076923078,0.20604395604395603,0.23119777949323406
2006,1421,285.0,306.0,285.0,239.0,289.0,276.0,276.0,263.0,277.375,280.5,19.834583794113612,0.21978021978021978,0.1620879120879121,0.21978021978021978,0.34615384615384615,0.2087912087912088,0.24242424242424243,0.2445054945054945,0.2802197802197802,0.24046786546786547
2006,1422,268.0,264.0,267.0,280.0,258.0,272.0,269.0,251.0,266.125,267.5,8.773946823245675,0.2664835164835165,0.2774725274725275,0.2692307692307692,0.23351648351648352,0.29395604395604397,0.2534435261707989,0.26373626373626374,0.3131868131868132,0.27137824296915203
2006,1423,30.0,71.0,40.0,28.0,55.0,48.0,29.0,33.0,41.75,36.5,15.304061085681987,0.9203296703296703,0.8076923076923077,0.8928571428571429,0.9258241758241759,0.8516483516483516,0.8705234159779615,0.9230769230769231,0.9120879120879121,0.8880049874368057
2006,1424,98.0,90.0,95.0,92.0,90.0,101.0,103.0,108.0,97.125,96.5,6.556076788533128,0.7335164835164835,0.7554945054945055,0.7417582417582418,0.75,0.7554945054945055,0.7245179063360881,0.7197802197802198,0.7060439560439561,0.735825727303
2006,1425,96.0,98.0,109.0,118.0,87.0,96.0,121.0,106.0,103.875,102.0,11.75265927354316,0.739010989010989,0.7335164835164835,0.7032967032967034,0.6785714285714286,0.7637362637362637,0.7382920110192838,0.6703296703296703,0.7115384615384616,0.7172865013774105
2006,1426,195.0,224.0,195.0,198.0,225.0,204.0,218.0,206.0,208.125,205.0,12.55203455335315,0.46703296703296704,0.3873626373626374,0.46703296703296704,0.45879120879120877,0.38461538461538464,0.44077134986225897,0.40384615384615385,0.4368131868131868,0.43078323191959556
2006,1427,235.0,257.0,230.0,257.0,251.0,236.0,259.0,260.0,248.125,254.0,12.380139625337717,0.35714285714285715,0.2967032967032967,0.3708791208791209,0.2967032967032967,0.3131868131868132,0.3526170798898072,0.29120879120879123,0.28846153846153844,0.3208628492719402
2006,1428,142.0,112.0,133.0,162.0,136.0,137.0,168.0,157.0,143.375,139.5,18.236051420978484,0.6126373626373627,0.695054945054945,0.6373626373626373,0.5576923076923077,0.6291208791208791,0.6253443526170799,0.5412087912087912,0.5714285714285714,0.6087312308903218
2006,1429,65.0,87.0,66.0,46.0,72.0,67.0,56.0,58.0,64.625,65.5,12.117726095034733,0.8241758241758241,0.7637362637362637,0.8214285714285714,0.8763736263736264,0.804945054945055,0.8181818181818182,0.8489010989010989,0.8434065934065934,0.8251436063936064
2006,1430,232.0,235.0,239.0,279.0,245.0,247.0,234.0,244.0,244.375,241.5,15.042202536292919,0.36538461538461536,0.35714285714285715,0.34615384615384615,0.23626373626373626,0.32967032967032966,0.32231404958677684,0.3598901098901099,0.3324175824175824,0.3311546408137317
2006,1431,90.0,83.0,83.0,76.0,95.0,93.0,88.0,88.0,87.0,88.0,6.141195788629908,0.7554945054945055,0.7747252747252747,0.7747252747252747,0.7939560439560439,0.7417582417582418,0.7465564738292011,0.760989010989011,0.760989010989011,0.7636492295583204
2006,1433,109.0,134.0,115.0,81.0,113.0,112.0,95.0,93.0,106.5,110.5,16.353243452861925,0.7032967032967034,0.6346153846153846,0.6868131868131868,0.7802197802197802,0.6923076923076923,0.6942148760330579,0.7417582417582418,0.7472527472527473,0.7100598265370993
2006,1434,175.0,198.0,188.0,182.0,186.0,174.0,172.0,177.0,181.5,179.5,8.815570640309435,0.521978021978022,0.45879120879120877,0.48626373626373626,0.5027472527472527,0.49175824175824173,0.5234159779614325,0.5302197802197802,0.5164835164835165,0.5039572170253989
